,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2395,Provence-Alpes-Côte d'Azur,2020-05-04,-67.3,-23.7,-46.9,-68.9,-56.0,22.7
2396,Provence-Alpes-Côte d'Azur,2020-05-05,-68.0,-23.0,-48.4,-65.3,-56.0,23.6
2397,Provence-Alpes-Côte d'Azur,2020-05-06,-69.3,-24.3,-48.6,-63.9,-52.6,20.7
2398,Provence-Alpes-Côte d'Azur,2020-05-07,-66.3,-16.9,-49.7,-65.9,-54.3,22.4
2399,Provence-Alpes-Côte d'Azur,2020-05-08,-80.7,-53.7,-53.6,-78.6,-76.7,32.6
2400,Provence-Alpes-Côte d'Azur,2020-05-09,-75.7,-28.9,-67.4,-70.3,-38.6,18.3
2401,Provence-Alpes-Côte d'Azur,2020-05-10,-82.4,-55.1,-79.9,-78.0,-38.1,13.0
2402,Provence-Alpes-Côte d'Azur,2020-05-11,-42.7,-12.7,-39.7,-51.0,-43.1,16.4
2403,Provence-Alpes-Côte d'Azur,2020-05-12,-38.9,-4.6,5.9,-38.3,-41.1,14.0
2404,Provence-Alpes-Côte d'Azur,2020-05-13,-46.3,-12.0,-34.0,-46.7,-40.1,14.7
2405,Provence-Alpes-Côte d'Azur,2020-05-14,-45.0,-10.0,-21.7,-47.1,-41.4,15.4
2406,Provence-Alpes-Côte d'Azur,2020-05-15,-45.7,-9.1,-6.7,-46.4,-39.6,15.9
2407,Provence-Alpes-Côte d'Azur,2020-05-16,-51.3,-15.3,-32.7,-44.1,-22.0,9.9
2408,Provence-Alpes-Côte d'Azur,2020-05-17,-61.7,-27.6,-35.6,-54.0,-18.7,8.0
2409,Provence-Alpes-Côte d'Azur,2020-05-18,-37.3,-9.6,-0.1,-42.4,-38.1,13.9
2410,Provence-Alpes-Côte d'Azur,2020-05-19,-38.0,-5.3,0.7,-37.7,-37.9,13.6
2411,Provence-Alpes-Côte d'Azur,2020-05-20,-31.7,3.1,16.9,-32.7,-35.7,9.4
2412,Provence-Alpes-Côte d'Azur,2020-05-21,-47.9,-29.9,57.1,-52.0,-72.4,19.3
2413,Provence-Alpes-Côte d'Azur,2020-05-22,-32.6,2.7,36.4,-44.9,-49.6,15.6
2414,Provence-Alpes-Côte d'Azur,2020-05-23,-44.4,-12.7,7.7,-37.3,-17.6,7.9
2415,Provence-Alpes-Côte d'Azur,2020-05-24,-47.1,-12.9,13.6,-36.3,-9.4,2.7
2416,Provence-Alpes-Côte d'Azur,2020-05-25,-30.1,-9.4,15.7,-37.1,-36.3,12.0
2417,Provence-Alpes-Côte d'Azur,2020-05-26,-30.7,-5.6,24.3,-33.0,-33.6,11.3
2418,Provence-Alpes-Côte d'Azur,2020-05-27,-33.4,-5.9,12.1,-33.9,-32.3,10.1
2419,Provence-Alpes-Côte d'Azur,2020-05-28,-33.9,-4.9,12.3,-36.3,-33.4,11.7
2420,Provence-Alpes-Côte d'Azur,2020-05-29,-36.9,-4.4,-2.1,-47.4,-32.7,12.9
2421,Provence-Alpes-Côte d'Azur,2020-05-30,-37.0,-3.3,12.6,-39.0,-7.4,5.3
2422,Provence-Alpes-Côte d'Azur,2020-05-31,-40.0,2.6,31.1,-42.9,-1.7,2.1
2423,Provence-Alpes-Côte d'Azur,2020-06-01,-38.1,-30.6,61.7,-54.4,-65.6,16.6
2424,Provence-Alpes-Côte d'Azur,2020-06-02,-17.0,2.0,17.7,-32.3,-27.1,8.1
2425,Provence-Alpes-Côte d'Azur,2020-06-03,-22.0,-2.4,12.3,-32.9,-26.3,7.7
2426,Provence-Alpes-Côte d'Azur,2020-06-04,-28.4,-7.1,-30.1,-43.3,-31.1,12.3
2427,Provence-Alpes-Côte d'Azur,2020-06-05,-17.4,1.7,27.0,-33.1,-26.6,8.0
2428,Provence-Alpes-Côte d'Azur,2020-06-06,-20.1,-0.4,35.6,-26.0,-2.6,2.0
2429,Provence-Alpes-Côte d'Azur,2020-06-07,-24.7,1.3,-13.7,-38.9,9.4,1.4
2430,Provence-Alpes-Côte d'Azur,2020-06-08,-13.6,-5.7,25.1,-31.9,-27.9,8.1
2431,Provence-Alpes-Côte d'Azur,2020-06-09,-15.0,-3.9,21.9,-29.4,-26.9,8.1
2432,Provence-Alpes-Côte d'Azur,2020-06-10,-17.3,-4.0,22.0,-30.6,-25.0,6.7
2433,Provence-Alpes-Côte d'Azur,2020-06-11,-15.7,-2.6,26.3,-29.3,-27.1,7.9
2434,Provence-Alpes-Côte d'Azur,2020-06-12,-19.6,-4.9,20.9,-31.6,-26.6,8.4
2435,Provence-Alpes-Côte d'Azur,2020-06-13,-27.7,-10.0,-5.7,-31.7,-5.0,6.4
2436,Provence-Alpes-Côte d'Azur,2020-06-14,-14.7,3.7,52.4,-19.7,7.9,-0.4
2437,Provence-Alpes-Côte d'Azur,2020-06-15,-10.0,-2.3,60.9,-26.0,-25.7,6.7
2438,Provence-Alpes-Côte d'Azur,2020-06-16,-8.6,1.0,68.6,-19.3,-24.4,6.6
2439,Provence-Alpes-Côte d'Azur,2020-06-17,-10.6,0.3,64.6,-21.4,-23.3,5.0
2440,Provence-Alpes-Côte d'Azur,2020-06-18,-8.7,0.9,57.7,-22.0,-25.3,6.1
2441,Provence-Alpes-Côte d'Azur,2020-06-19,-8.1,1.9,87.9,-20.6,-24.3,5.0
2442,Provence-Alpes-Côte d'Azur,2020-06-20,-12.4,0.4,86.6,-10.1,1.1,0.0
2443,Provence-Alpes-Côte d'Azur,2020-06-21,6.6,17.0,73.1,-5.3,15.7,-3.3
2444,Provence-Alpes-Côte d'Azur,2020-06-22,-4.3,1.4,87.4,-18.3,-27.1,5.1
2445,Provence-Alpes-Côte d'Azur,2020-06-23,-2.6,5.0,102.4,-14.3,-25.4,4.7
2446,Provence-Alpes-Côte d'Azur,2020-06-24,-6.1,1.7,95.7,-16.3,-22.4,3.7
2447,Provence-Alpes-Côte d'Azur,2020-06-25,-5.0,4.6,83.0,-18.0,-22.9,4.4
2448,Provence-Alpes-Côte d'Azur,2020-06-26,-5.4,4.6,109.9,-14.9,-22.9,3.6
2449,Provence-Alpes-Côte d'Azur,2020-06-27,-12.1,0.3,101.9,-4.1,-3.4,-0.6
2450,Provence-Alpes-Côte d'Azur,2020-06-28,4.7,23.9,88.4,-2.4,10.0,-3.3
2451,Provence-Alpes-Côte d'Azur,2020-06-29,0.6,7.0,97.9,-16.6,-23.4,4.7
2452,Provence-Alpes-Côte d'Azur,2020-06-30,3.4,9.4,113.3,-10.9,-21.9,3.4
2453,Provence-Alpes-Côte d'Azur,2020-07-01,0.6,7.4,99.0,-10.3,-21.3,2.7
2454,Provence-Alpes-Côte d'Azur,2020-07-02,0.3,10.9,89.7,-13.4,-23.4,4.0
2455,Provence-Alpes-Côte d'Azur,2020-07-03,0.0,8.6,108.4,-8.1,-22.4,3.1
2456,Provence-Alpes-Côte d'Azur,2020-07-04,-6.9,4.9,116.0,10.7,-1.0,-1.9
2457,Provence-Alpes-Côte d'Azur,2020-07-05,13.0,17.6,111.9,11.3,5.6,-3.6
2458,Provence-Alpes-Côte d'Azur,2020-07-06,11.9,18.3,146.9,-5.1,-28.9,4.3
2459,Provence-Alpes-Côte d'Azur,2020-07-07,14.0,18.1,169.7,0.7,-28.0,3.4
2460,Provence-Alpes-Côte d'Azur,2020-07-08,7.1,14.0,159.7,-0.6,-23.1,1.6
2461,Provence-Alpes-Côte d'Azur,2020-07-09,8.1,14.9,149.1,-2.9,-27.3,3.1
2462,Provence-Alpes-Côte d'Azur,2020-07-10,4.0,12.4,159.9,4.6,-27.1,2.9
2463,Provence-Alpes-Côte d'Azur,2020-07-11,0.4,13.4,159.6,36.4,-2.9,-2.1
2464,Provence-Alpes-Côte d'Azur,2020-07-12,33.1,33.1,168.0,25.6,4.4,-3.3
2465,Provence-Alpes-Côte d'Azur,2020-07-13,40.3,42.9,285.4,5.3,-46.7,5.4
2466,Provence-Alpes-Côte d'Azur,2020-07-14,2.6,-13.0,295.1,-0.3,-69.3,11.7
2467,Provence-Alpes-Côte d'Azur,2020-07-15,20.4,31.7,195.1,13.6,-26.1,1.4
2468,Provence-Alpes-Côte d'Azur,2020-07-16,18.9,24.0,188.7,2.4,-29.4,3.4
2469,Provence-Alpes-Côte d'Azur,2020-07-17,10.6,16.4,188.9,4.4,-27.7,3.4
2470,Provence-Alpes-Côte d'Azur,2020-07-18,0.4,11.3,152.9,32.1,-0.9,-1.0
2471,Provence-Alpes-Côte d'Azur,2020-07-19,26.9,29.3,148.9,29.7,9.1,-3.0
2472,Provence-Alpes-Côte d'Azur,2020-07-20,24.4,28.9,237.7,6.6,-29.1,4.0
2473,Provence-Alpes-Côte d'Azur,2020-07-21,23.6,25.4,252.1,7.0,-28.6,4.0
2474,Provence-Alpes-Côte d'Azur,2020-07-22,16.6,22.4,225.3,7.1,-25.1,2.6
2475,Provence-Alpes-Côte d'Azur,2020-07-23,16.6,21.3,208.9,3.9,-28.9,4.1
2476,Provence-Alpes-Côte d'Azur,2020-07-24,11.6,18.0,211.4,8.6,-27.6,3.9
2477,Provence-Alpes-Côte d'Azur,2020-07-25,1.4,12.1,179.4,40.4,-1.9,-1.6
2478,Provence-Alpes-Côte d'Azur,2020-07-26,29.7,33.7,164.0,35.9,8.3,-3.0
2479,Provence-Alpes-Côte d'Azur,2020-07-27,27.7,31.7,261.1,9.7,-33.4,4.6
2480,Provence-Alpes-Côte d'Azur,2020-07-28,28.4,30.6,277.4,9.4,-31.7,4.9
2481,Provence-Alpes-Côte d'Azur,2020-07-29,19.6,24.7,245.7,11.1,-28.6,2.6
2482,Provence-Alpes-Côte d'Azur,2020-07-30,20.9,26.4,223.6,8.0,-32.3,4.1
2483,Provence-Alpes-Côte d'Azur,2020-07-31,12.6,19.0,219.6,11.4,-32.0,3.9
2484,Provence-Alpes-Côte d'Azur,2020-08-01,1.7,16.3,179.3,57.6,-4.7,-1.1
2485,Provence-Alpes-Côte d'Azur,2020-08-02,39.0,42.6,175.0,48.4,6.1,-2.9
2486,Provence-Alpes-Côte d'Azur,2020-08-03,46.9,50.1,303.4,22.9,-38.9,5.4
2487,Provence-Alpes-Côte d'Azur,2020-08-04,44.9,43.6,342.6,19.3,-38.4,5.1
2488,Provence-Alpes-Côte d'Azur,2020-08-05,35.4,37.1,320.6,21.9,-34.4,2.6
2489,Provence-Alpes-Côte d'Azur,2020-08-06,37.0,39.1,303.9,19.6,-38.1,4.0
2490,Provence-Alpes-Côte d'Azur,2020-08-07,25.1,28.1,293.0,21.3,-36.9,4.0
2491,Provence-Alpes-Côte d'Azur,2020-08-08,11.6,21.7,226.3,64.7,-6.0,-2.0
2492,Provence-Alpes-Côte d'Azur,2020-08-09,53.9,50.0,208.9,56.4,5.9,-3.6
2493,Provence-Alpes-Côte d'Azur,2020-08-10,50.7,53.6,356.1,25.7,-43.6,5.9
2494,Provence-Alpes-Côte d'Azur,2020-08-11,47.6,46.0,389.4,23.9,-43.0,5.3
2495,Provence-Alpes-Côte d'Azur,2020-08-12,38.9,41.0,352.4,26.9,-39.0,3.4
2496,Provence-Alpes-Côte d'Azur,2020-08-13,38.3,41.0,313.7,23.1,-42.7,5.7
2497,Provence-Alpes-Côte d'Azur,2020-08-14,26.0,30.6,308.0,25.6,-41.9,5.4
2498,Provence-Alpes-Côte d'Azur,2020-08-15,2.1,7.6,232.4,62.4,-18.6,-0.1
2499,Provence-Alpes-Côte d'Azur,2020-08-16,45.7,46.0,191.1,58.6,5.7,-3.0
2500,Provence-Alpes-Côte d'Azur,2020-08-17,46.4,51.3,333.6,27.7,-43.3,5.7
2501,Provence-Alpes-Côte d'Azur,2020-08-18,42.7,41.9,352.4,21.0,-40.1,5.6
2502,Provence-Alpes-Côte d'Azur,2020-08-19,32.0,34.4,318.1,20.4,-37.4,3.7
2503,Provence-Alpes-Côte d'Azur,2020-08-20,31.7,32.1,293.4,16.3,-41.0,5.4
2504,Provence-Alpes-Côte d'Azur,2020-08-21,18.4,20.6,266.9,15.7,-39.3,5.9
2505,Provence-Alpes-Côte d'Azur,2020-08-22,2.3,9.7,185.7,49.0,-6.3,-1.0
2506,Provence-Alpes-Côte d'Azur,2020-08-23,32.9,30.6,140.6,43.1,7.7,-2.6
2507,Provence-Alpes-Côte d'Azur,2020-08-24,27.6,28.6,235.7,10.6,-36.3,5.6
2508,Provence-Alpes-Côte d'Azur,2020-08-25,25.4,23.1,257.7,10.4,-34.9,4.7
2509,Île-de-France,2020-02-15,-11.6,-10.4,7.3,3.2,-8.2,-1.2
2510,Île-de-France,2020-02-16,-6.9,-7.4,-15.2,4.3,-1.2,-1.6
2511,Île-de-France,2020-02-17,0.2,-1.9,8.4,-11.6,-20.2,4.0
2512,Île-de-France,2020-02-18,1.3,-1.8,17.8,-7.7,-18.2,3.2
2513,Île-de-France,2020-02-19,-5.9,-8.9,-8.9,-9.8,-15.2,2.3
2514,Île-de-France,2020-02-20,-4.2,-7.0,-3.8,-7.4,-18.9,3.9
2515,Île-de-France,2020-02-21,-3.7,-4.6,11.3,-5.6,-18.0,3.7
2516,Île-de-France,2020-02-22,-8.6,-6.8,13.2,5.9,-8.4,0.0
2517,Île-de-France,2020-02-23,-4.0,-1.6,0.8,7.1,-2.0,-0.2
2518,Île-de-France,2020-02-24,-2.8,-0.4,5.3,0.3,1.7,0.7
2519,Île-de-France,2020-02-25,-3.4,-1.1,2.2,0.6,2.0,0.1
2520,Île-de-France,2020-02-26,-4.9,-2.8,-6.8,-3.6,1.9,0.7
2521,Île-de-France,2020-02-27,-5.4,-2.6,-9.3,0.2,1.4,1.0
2522,Île-de-France,2020-02-28,-2.7,2.6,-6.9,4.1,3.1,1.0
2523,Île-de-France,2020-02-29,-2.9,3.9,-15.9,5.4,0.9,1.0
2524,Île-de-France,2020-03-01,-9.3,0.7,-32.2,0.0,-1.6,1.1
2525,Île-de-France,2020-03-02,-5.9,5.0,-15.1,-2.7,1.8,1.4
2526,Île-de-France,2020-03-03,-2.9,8.0,6.4,-3.2,1.9,0.4
2527,Île-de-France,2020-03-04,-6.6,1.8,-12.1,-6.2,2.2,1.0
2528,Île-de-France,2020-03-05,-9.1,-3.1,-15.0,-3.7,1.0,1.6
2529,Île-de-France,2020-03-06,-4.6,4.2,-1.3,-1.4,2.7,1.0
2530,Île-de-France,2020-03-07,-6.1,1.0,19.9,1.3,0.1,1.0
2531,Île-de-France,2020-03-08,-9.2,-2.3,-20.7,-5.7,-3.0,1.0
2532,Île-de-France,2020-03-09,-6.4,0.6,1.8,-8.0,0.0,1.7
2533,Île-de-France,2020-03-10,-7.8,1.3,-3.6,-7.8,-0.6,1.6
2534,Île-de-France,2020-03-11,-7.3,0.7,6.3,-8.6,-0.4,1.1
2535,Île-de-France,2020-03-12,-9.7,4.6,3.9,-8.3,-1.4,1.9
2536,Île-de-France,2020-03-13,-11.4,16.8,2.1,-10.3,-2.8,3.2
2537,Île-de-France,2020-03-14,-25.2,2.3,-23.7,-18.9,-8.1,5.4
2538,Île-de-France,2020-03-15,-51.4,23.6,68.8,-23.2,-16.8,4.3
2539,Île-de-France,2020-03-16,-42.2,44.1,-28.4,-42.1,-46.4,17.3
2540,Île-de-France,2020-03-17,-69.8,-14.4,-52.8,-64.3,-67.6,30.0
2541,Île-de-France,2020-03-18,-82.0,-40.1,-58.6,-76.3,-75.8,34.7
2542,Île-de-France,2020-03-19,-81.3,-36.9,-56.4,-78.0,-77.9,37.7
2543,Île-de-France,2020-03-20,-82.7,-39.0,-71.6,-79.6,-77.7,40.0
2544,Île-de-France,2020-03-21,-87.3,-53.6,-83.2,-80.2,-63.9,25.9
2545,Île-de-France,2020-03-22,-88.8,-59.4,-81.0,-82.0,-58.9,18.6
2546,Île-de-France,2020-03-23,-80.8,-38.8,-73.0,-82.3,-79.9,37.0
2547,Île-de-France,2020-03-24,-81.9,-41.1,-73.9,-83.0,-80.9,39.1
2548,Île-de-France,2020-03-25,-83.9,-45.7,-75.3,-83.9,-80.3,37.2
2549,Île-de-France,2020-03-26,-83.0,-43.3,-73.4,-83.7,-81.0,39.4
2550,Île-de-France,2020-03-27,-83.6,-44.3,-74.8,-84.1,-80.0,41.2
2551,Île-de-France,2020-03-28,-87.0,-55.0,-78.4,-82.6,-65.8,25.9
2552,Île-de-France,2020-03-29,-91.0,-70.8,-85.0,-86.7,-62.3,19.2
2553,Île-de-France,2020-03-30,-84.0,-43.7,-73.0,-84.8,-81.0,38.0
2554,Île-de-France,2020-03-31,-91.3,-39.3,-71.6,-83.9,-81.3,39.1
2555,Île-de-France,2020-04-01,-91.9,-41.7,-71.2,-84.1,-79.9,36.7
2556,Île-de-France,2020-04-02,-91.2,-39.4,-71.0,-84.1,-80.9,39.4
2557,Île-de-France,2020-04-03,-86.6,-40.1,-75.8,-84.0,-79.7,41.2
2558,Île-de-France,2020-04-04,-88.2,-47.7,-74.1,-81.0,-64.4,25.3
2559,Île-de-France,2020-04-05,-89.4,-59.7,-72.1,-83.2,-59.0,18.4
2560,Île-de-France,2020-04-06,-84.6,-38.9,-75.2,-84.0,-80.8,37.6
2561,Île-de-France,2020-04-07,-82.8,-33.4,-69.7,-82.9,-80.6,38.1
2562,Île-de-France,2020-04-08,-84.6,-37.6,-72.7,-83.2,-79.3,35.7
2563,Île-de-France,2020-04-09,-83.2,-34.2,-67.8,-83.1,-80.3,38.1
2564,Île-de-France,2020-04-10,-83.1,-32.4,-69.1,-82.3,-79.2,40.1
2565,Île-de-France,2020-04-11,-85.8,-43.1,-74.7,-80.0,-63.0,24.4
2566,Île-de-France,2020-04-12,-88.3,-58.0,-76.0,-83.3,-57.1,18.3
2567,Île-de-France,2020-04-13,-89.6,-67.4,-73.4,-89.0,-91.0,41.9
2568,Île-de-France,2020-04-14,-79.6,-23.8,-68.8,-81.3,-79.0,36.9
2569,Île-de-France,2020-04-15,-82.1,-31.3,-68.0,-81.2,-77.8,35.1
2570,Île-de-France,2020-04-16,-81.2,-29.3,-63.1,-81.2,-78.4,37.3
2571,Île-de-France,2020-04-17,-82.1,-31.7,-67.1,-80.9,-77.3,39.1
2572,Île-de-France,2020-04-18,-85.4,-43.0,-72.4,-78.9,-59.6,24.1
2573,Île-de-France,2020-04-19,-87.8,-57.2,-68.7,-81.2,-53.8,17.7
2574,Île-de-France,2020-04-20,-79.6,-32.6,-62.8,-81.2,-77.3,35.4
2575,Île-de-France,2020-04-21,-79.4,-29.7,-63.2,-80.2,-76.6,36.3
2576,Île-de-France,2020-04-22,-80.4,-30.4,-62.0,-79.6,-74.9,33.6
2577,Île-de-France,2020-04-23,-79.4,-26.9,-57.6,-79.0,-75.8,35.9
2578,Île-de-France,2020-04-24,-80.7,-28.4,-65.6,-79.7,-75.1,37.9
2579,Île-de-France,2020-04-25,-83.7,-38.9,-69.0,-77.1,-57.0,23.4
2580,Île-de-France,2020-04-26,-86.1,-50.9,-61.3,-78.4,-50.3,17.0
2581,Île-de-France,2020-04-27,-78.1,-29.9,-63.4,-79.4,-74.9,34.2
2582,Île-de-France,2020-04-28,-78.0,-27.7,-67.3,-79.3,-75.0,35.3
2583,Île-de-France,2020-04-29,-79.1,-29.8,-74.7,-79.4,-73.1,33.1
2584,Île-de-France,2020-04-30,-73.6,-14.7,-70.9,-78.3,-73.9,34.4
2585,Île-de-France,2020-05-01,-90.3,-75.7,-71.2,-86.9,-89.9,44.8
2586,Île-de-France,2020-05-02,-77.2,-23.2,-66.7,-73.8,-53.8,22.0
2587,Île-de-France,2020-05-03,-85.1,-49.7,-67.4,-78.6,-48.8,17.0
2588,Île-de-France,2020-05-04,-71.0,-17.4,-59.7,-75.8,-71.6,32.2
2589,Île-de-France,2020-05-05,-72.1,-20.1,-66.7,-76.0,-72.0,33.9
2590,Île-de-France,2020-05-06,-71.9,-15.8,-56.1,-73.2,-69.1,30.4
2591,Île-de-France,2020-05-07,-69.7,-10.0,-53.6,-73.3,-70.0,31.8
2592,Île-de-France,2020-05-08,-80.1,-40.4,-58.3,-82.3,-85.6,40.9
2593,Île-de-France,2020-05-09,-77.0,-27.4,-67.9,-71.3,-49.8,21.4
2594,Île-de-France,2020-05-10,-81.9,-45.1,-65.1,-73.7,-42.6,15.6
2595,Île-de-France,2020-05-11,-51.7,-8.4,-43.9,-63.0,-60.4,24.7
2596,Île-de-France,2020-05-12,-50.7,-2.3,-33.1,-59.9,-59.7,24.8
2597,Île-de-France,2020-05-13,-53.2,-5.6,-36.4,-59.8,-58.1,22.8
2598,Île-de-France,2020-05-14,-51.6,-4.1,-26.8,-59.6,-58.9,24.6
2599,Île-de-France,2020-05-15,-52.4,-4.1,-23.6,-57.6,-57.7,24.8
2600,Île-de-France,2020-05-16,-54.3,-11.2,-8.2,-47.4,-32.4,11.1
2601,Île-de-France,2020-05-17,-56.4,-16.1,19.9,-50.8,-23.3,7.2
2602,Île-de-France,2020-05-18,-44.8,-4.2,-8.6,-56.4,-56.6,22.2
2603,Île-de-France,2020-05-19,-45.8,0.7,-7.3,-55.7,-56.1,22.4
2604,Île-de-France,2020-05-20,-42.7,6.1,-7.4,-54.1,-55.1,18.6
2605,Île-de-France,2020-05-21,-51.1,-17.9,41.2,-67.0,-82.1,27.9
2606,Île-de-France,2020-05-22,-44.4,1.3,-17.6,-58.4,-64.6,25.2
2607,Île-de-France,2020-05-23,-50.4,-13.3,-20.7,-48.7,-27.6,11.7
2608,Île-de-France,2020-05-24,-53.8,-20.9,20.1,-45.7,-15.4,4.8
2609,Île-de-France,2020-05-25,-41.0,-8.7,-2.1,-54.3,-55.2,20.4
2610,Île-de-France,2020-05-26,-41.0,-1.8,4.0,-52.8,-52.1,20.8
2611,Île-de-France,2020-05-27,-42.4,-2.1,-0.3,-51.9,-50.3,18.3
2612,Île-de-France,2020-05-28,-40.9,1.6,5.6,-51.7,-51.6,20.3
2613,Île-de-France,2020-05-29,-41.4,2.4,0.6,-49.6,-50.3,20.1
2614,Île-de-France,2020-05-30,-42.3,-2.4,37.2,-36.3,-11.8,6.8
2615,Île-de-France,2020-05-31,-41.2,0.2,78.2,-38.4,0.3,2.9
2616,Île-de-France,2020-06-01,-38.7,-17.9,89.4,-60.7,-74.4,23.7
2617,Île-de-France,2020-06-02,-32.3,4.9,23.9,-43.4,-46.3,16.1
2618,Île-de-France,2020-06-03,-34.8,0.4,5.9,-45.2,-44.9,15.3
2619,Île-de-France,2020-06-04,-38.3,-4.6,-34.7,-46.7,-47.3,18.6
2620,Île-de-France,2020-06-05,-36.3,-2.1,-32.1,-44.9,-45.4,17.7
2621,Île-de-France,2020-06-06,-31.6,-3.2,1.3,-32.4,-10.2,5.8
2622,Île-de-France,2020-06-07,-32.8,-4.0,11.6,-35.9,5.6,1.7
2623,Île-de-France,2020-06-08,-29.7,-5.7,-7.0,-46.1,-45.9,16.1
2624,Île-de-France,2020-06-09,-30.2,-2.4,2.3,-43.2,-44.7,15.6
2625,Île-de-France,2020-06-10,-31.3,-4.4,8.9,-42.4,-43.4,13.9
2626,Île-de-France,2020-06-11,-30.4,-1.2,17.1,-42.4,-44.4,15.4
2627,Île-de-France,2020-06-12,-35.1,-4.9,-14.0,-42.2,-43.7,15.9
2628,Île-de-France,2020-06-13,-33.0,-7.9,35.2,-28.1,-4.6,3.9
2629,Île-de-France,2020-06-14,-33.4,-7.9,49.0,-32.6,7.2,1.3
2630,Île-de-France,2020-06-15,-24.9,-5.8,19.3,-41.9,-43.2,13.9
2631,Île-de-France,2020-06-16,-23.7,-1.7,23.2,-38.3,-41.8,13.9
2632,Île-de-France,2020-06-17,-25.6,-4.1,16.3,-38.7,-40.7,11.9
2633,Île-de-France,2020-06-18,-24.1,-3.6,19.7,-39.6,-42.1,13.1
2634,Île-de-France,2020-06-19,-25.7,-4.4,9.2,-36.6,-41.2,12.7
2635,Île-de-France,2020-06-20,-27.6,-9.1,46.8,-25.4,-2.6,1.9
2636,Île-de-France,2020-06-21,-26.0,-7.0,32.9,-28.4,11.4,-0.6
2637,Île-de-France,2020-06-22,-19.1,-3.6,46.7,-36.9,-42.8,10.8
2638,Île-de-France,2020-06-23,-19.2,0.3,50.3,-33.0,-41.3,10.2
2639,Île-de-France,2020-06-24,-22.9,-2.8,43.7,-34.4,-37.4,9.2
2640,Île-de-France,2020-06-25,-23.9,-0.4,40.0,-33.4,-38.2,10.3
2641,Île-de-France,2020-06-26,-24.2,-2.0,13.3,-31.7,-37.7,10.0
2642,Île-de-France,2020-06-27,-27.2,-9.3,14.1,-23.9,-7.4,1.9
2643,Île-de-France,2020-06-28,-21.8,-3.1,51.7,-23.1,12.7,-1.1
2644,Île-de-France,2020-06-29,-15.3,-1.3,33.2,-34.7,-36.8,9.8
2645,Île-de-France,2020-06-30,-15.2,0.3,29.6,-31.9,-35.4,9.2
2646,Île-de-France,2020-07-01,-18.1,-3.4,4.4,-31.7,-35.6,8.2
2647,Île-de-France,2020-07-02,-15.2,3.0,25.7,-29.6,-35.9,8.6
2648,Île-de-France,2020-07-03,-18.2,-1.8,27.4,-27.3,-35.4,8.2
2649,Île-de-France,2020-07-04,-24.9,-10.2,24.0,-18.8,-7.2,0.4
2650,Île-de-France,2020-07-05,-21.0,-6.7,39.6,-21.0,4.2,-1.7
2651,Île-de-France,2020-07-06,-13.2,-2.1,37.7,-31.3,-41.0,8.1
2652,Île-de-France,2020-07-07,-12.1,0.6,53.8,-28.2,-39.9,7.3
2653,Île-de-France,2020-07-08,-17.7,-5.0,37.6,-29.6,-35.4,5.6
2654,Île-de-France,2020-07-09,-18.1,-3.2,47.8,-28.7,-38.4,6.9
2655,Île-de-France,2020-07-10,-23.8,-8.1,12.8,-27.9,-39.4,6.8
2656,Île-de-France,2020-07-11,-31.4,-17.2,33.6,-18.4,-8.2,-2.4
2657,Île-de-France,2020-07-12,-25.7,-11.6,61.6,-22.0,6.1,-3.4
2658,Île-de-France,2020-07-13,-12.9,-0.7,63.6,-39.4,-58.0,9.2
2659,Île-de-France,2020-07-14,-38.6,-38.8,40.4,-55.2,-79.7,19.0
2660,Île-de-France,2020-07-15,-19.6,-4.9,4.6,-31.0,-37.6,4.8
2661,Île-de-France,2020-07-16,-18.8,-7.3,12.0,-30.7,-39.9,7.2
2662,Île-de-France,2020-07-17,-23.8,-10.8,19.3,-29.1,-39.6,6.9
2663,Île-de-France,2020-07-18,-29.8,-17.4,42.4,-18.3,-6.8,-1.8
2664,Île-de-France,2020-07-19,-22.4,-10.0,61.0,-18.9,10.0,-3.6
2665,Île-de-France,2020-07-20,-17.6,-7.2,31.4,-33.1,-40.0,7.2
2666,Île-de-France,2020-07-21,-18.2,-7.0,39.7,-31.7,-39.4,7.1
2667,Île-de-France,2020-07-22,-21.9,-11.2,27.2,-32.0,-36.6,5.3
2668,Île-de-France,2020-07-23,-21.9,-10.2,35.2,-30.7,-39.7,7.0
2669,Île-de-France,2020-07-24,-27.2,-13.4,14.6,-29.6,-40.2,7.4
2670,Île-de-France,2020-07-25,-32.0,-20.4,21.2,-20.4,-10.8,-0.9
2671,Île-de-France,2020-07-26,-24.0,-12.6,45.3,-20.0,7.2,-3.0
2672,Île-de-France,2020-07-27,-19.6,-8.4,33.9,-33.7,-45.6,7.6
2673,Île-de-France,2020-07-28,-19.4,-7.2,33.9,-32.2,-43.4,7.7
2674,Île-de-France,2020-07-29,-21.2,-9.0,26.8,-31.3,-40.9,5.3
2675,Île-de-France,2020-07-30,-21.9,-5.0,26.2,-30.6,-44.6,6.8
2676,Île-de-France,2020-07-31,-35.0,-17.6,-1.3,-34.2,-47.9,8.1
2677,Île-de-France,2020-08-01,-36.2,-23.0,18.6,-22.1,-16.4,-1.9
